id,texto
367,"A Reforma Protestante foi um grande movimento dentro do cristianismo ocidental na Europa do século XVI que representou um desafio religioso e político à Igreja Católica e, em particular, à autoridade papal, decorrente do que foi percebido como erros, abusos e discrepâncias pela Igreja Católica."
368,"O surrealismo foi um movimento artístico e literário que surgiu em Paris na década de 1920, enfatizando o papel do inconsciente na atividade criativa."
369,"A Fossa das Marianas, localizada no Oceano Pacífico, é o ponto mais profundo dos oceanos da Terra, atingindo uma profundidade de quase 11.000 metros."
370,"A Rota da Seda era uma antiga rede de rotas comerciais que conectava o Oriente e o Ocidente, sendo crucial para o intercâmbio cultural e econômico entre civilizações."
371,O Efeito Doppler é a mudança aparente na frequência de uma onda em relação a um observador que está se movendo em relação à fonte da onda.
372,"A Pedra de Roseta, um decreto do rei Ptolomeu V, foi fundamental para a decifração dos hieróglifos egípcios, pois apresentava o mesmo texto em três escritas diferentes."
373,O Genoma Humano é a sequência completa de nucleotídeos do DNA contido nos 23 pares de cromossomos do núcleo das células humanas.
374,"O feudalismo foi um sistema de organização social, político e econômico predominante na Europa Ocidental durante a Idade Média, baseado na posse de terras."
375,"A Grande Muralha da China é uma série de fortificações feitas de pedra, tijolo, terra e outros materiais, construída ao longo de séculos para proteger o império chinês."
376,"A fotometria é a ciência que mede a intensidade da luz percebida pelo olho humano, diferentemente da radiometria, que mede a energia radiante total."
377,"O período Jurássico, que durou de 201 a 145 milhões de anos atrás, é conhecido pelo domínio dos grandes dinossauros saurópodes, como o Braquiossauro."
378,"A cidade de Machu Picchu é um sítio arqueológico inca do século XV localizado no Peru, situado no topo de uma montanha e cercado por templos, palácios e residências."
379,"O papiro é uma fina lâmina de material para escrita, produzida a partir da planta Cyperus papyrus, que foi amplamente utilizada no Antigo Egito e outras culturas mediterrâneas."
380,A Teoria dos Jogos é um ramo da matemática aplicada que estuda situações estratégicas onde os resultados dependem das escolhas de múltiplos agentes.
381,"O Cisma do Oriente, ocorrido em 1054, foi o evento que dividiu o cristianismo calcedoniano na Igreja Católica Ocidental e na Igreja Ortodoxa Oriental."
382,"A aurora boreal é um fenômeno óptico composto de um brilho observado nos céus noturnos nas regiões polares, causado pelo impacto de partículas de vento solar com a alta atmosfera."
383,O Renascimento Carolíngio foi um período de renovação intelectual e cultural ocorrido durante o final do século VIII e o século IX no Império Carolíngio.
384,"Um sismógrafo é um instrumento que mede e registra os movimentos do solo, incluindo aqueles causados por terremotos, erupções vulcânicas e outras fontes sísmicas."
385,"O Código de Hamurabi é um dos mais antigos conjuntos de leis escritas já encontrados, datando da antiga Mesopotâmia, por volta de 1754 a.C."
386,"A biotecnologia é o uso de sistemas vivos e organismos para desenvolver ou criar produtos, ou qualquer aplicação tecnológica que use sistemas biológicos."
387,"O impressionismo foi um movimento artístico do século XIX caracterizado por pinceladas pequenas, finas e visíveis, ênfase na representação precisa da luz e inclusão do movimento como elemento da percepção humana."
388,"Um quasar é um núcleo galáctico ativo extremamente luminoso, onde um buraco negro supermassivo é cercado por um disco de acreção gasoso."
389,A Guerra dos Cem Anos foi uma série de conflitos travados de 1337 a 1453 entre a Casa de Plantageneta da Inglaterra e a Casa de Valois da França pelo controle do trono francês.
390,"O esperanto é a língua auxiliar internacional planejada mais falada no mundo, criada no final do século XIX por L. L. Zamenhof."
391,O sistema de numeração binário é um sistema de base 2 que representa valores numéricos usando apenas dois símbolos: 0 e 1.
392,"A cidade de Pompeia, na Itália, foi uma antiga cidade romana destruída e sepultada sob cinzas e pedra-pomes na erupção do Monte Vesúvio em 79 d.C."
393,"O teorema de Pitágoras é uma relação matemática entre os três lados de um triângulo retângulo, afirmando que o quadrado da hipotenusa é igual à soma dos quadrados dos catetos."
394,"A clorofila é o pigmento verde encontrado em cianobactérias e nos cloroplastos de algas e plantas, sendo essencial para o processo de fotossíntese."
395,A Revolução Cubana foi um movimento armado liderado por Fidel Castro que derrubou o ditador Fulgencio Batista em 1 de janeiro de 1959.
396,"A deriva continental é a teoria de que os continentes da Terra se moveram ao longo do tempo geológico uns em relação aos outros, parecendo 'derivar' sobre o oceano."
397,"O panteão romano era o conjunto de deuses da religião politeísta praticada na Roma Antiga, com muitas divindades adaptadas da mitologia grega."
398,"O transistor é um dispositivo semicondutor usado para amplificar ou trocar sinais eletrônicos e energia elétrica, sendo o bloco de construção fundamental dos circuitos eletrônicos modernos."
399,"A caligrafia é a arte da escrita visual, o design e a execução de letras com um instrumento de ponta larga, pincel ou outro instrumento de escrita."
400,"A osmose é o movimento espontâneo de moléculas de solvente através de uma membrana semipermeável para uma região de maior concentração de soluto, equalizando as concentrações."
